time,proc1,proc2,proc3
0.0,1.0,2.5,1.075
0.02121901512145996,1.0,2.5,1.0087209302325582
0.04208707809448242,1.0,2.5,1.06678674351585
0.06310701370239258,1.0,2.5,1.015524751806578
0.08414697647094727,1.0,2.5,1.060476952491791
0.10513091087341309,1.0,2.5,1.0208233347436693
0.1261739730834961,1.0,2.5,1.0556213599031286
0.14718198776245117,1.0,2.5,1.024943896632765
0.16817712783813477,1.0,2.5,1.0518800010625193
0.18921494483947754,1.0,2.5,1.0281448445073498
0.21017789840698242,1.0,2.5,1.048994323441077
0.23050904273986816,1.0,2.5,1.0306293049171704
0.2511589527130127,1.0,2.5,1.0467669199464007
0.27213311195373535,1.0,2.5,1.0325563832764646
0.29317402839660645,1.0,2.5,1.0450466099347522
0.314176082611084,1.0,2.5,1.0340503628917694
0.33519697189331055,1.0,2.5,1.043717341139247
0.3561680316925049,1.0,2.5,1.0352081210637434
0.37720608711242676,1.0,2.5,1.0426898641635591
0.3981750011444092,1.0,2.5,1.036105049210472
0.41919398307800293,1.0,2.5,1.041895444843083
0.4402170181274414,1.0,2.5,1.0367997441125936
0.4611799716949463,1.0,2.5,1.0412810903402696
0.4822089672088623,1.0,2.5,1.0373377047878196
0.5032229423522949,1.0,2.5,1.0408059093150537
0.524163007736206,1.0,2.5,1.0377542335200496
0.5451960563659668,1.0,2.5,1.0404383276063462
0.5661931037902832,1.0,2.5,1.0380767050706308
0.5873169898986816,1.0,2.5,1.0401539528433612
0.6104159355163574,1.0,2.5,1.0383263373206275
0.6312000751495361,1.0,2.5,1.039933933440857
0.6522021293640137,1.0,2.5,1.038519570283383
0.6731719970703125,1.0,2.5,1.0397636955370726
0.6961519718170166,1.0,2.5,1.0386691385529607
0.7172360420227051,1.0,2.5,1.0396319696409853
0.7382159233093262,1.0,2.5,1.038784904410031
0.7592000961303711,1.0,2.5,1.039530039825275
0.7802000045776367,1.0,2.5,1.0388745044440244
0.8012330532073975,1.0,2.5,1.039451164155205
0.8222079277038574,1.0,2.5,1.0389438511015523
0.8431999683380127,1.0,2.5,1.0393901270436814
0.8642051219940186,1.0,2.5,1.0389975215101068
0.8852059841156006,1.0,2.5,1.0393428933490088
0.9062559604644775,1.0,2.5,1.0390390587930756
0.9271950721740723,1.0,2.5,1.0393063409988637
0.9481570720672607,1.0,2.5,1.0390712054993982
0.9683589935302734,1.0,2.5,1.039278054258477
0.9892470836639404,1.0,2.5,1.0390960843994954
1.0102109909057617,-1.0,-2.5,0.7892561638551598
1.0313820838928223,-1.0,-2.5,1.0786649740683418
1.0522279739379883,-1.0,-2.5,0.7557183164731278
1.0731899738311768,-1.0,-2.5,1.1320821419726441
1.0941600799560547,-1.0,-2.5,0.7141617222621607
1.115144968032837,-1.0,-2.5,1.2052309132318153
1.1361970901489258,-1.0,-2.5,0.6632306946911808
1.1571929454803467,-1.0,-2.5,1.3073824388772404
1.1776740550994873,-1.0,-2.5,0.6016427724207809
1.1982150077819824,-1.0,-2.5,1.4540100763241326
1.2186009883880615,-1.0,-2.5,0.5283654858855482
1.23915696144104,-1.0,-2.5,1.6729978355470858
1.2601470947265625,-1.0,-2.5,0.4428429342912696
1.2802939414978027,-1.0,-2.5,2.020230117581959
1.3011460304260254,-1.0,-2.5,0.3452434597584695
1.321321964263916,-1.0,-2.5,2.626681380625183
1.3422729969024658,-1.0,-2.5,0.23667310089733387
1.3625431060791016,-1.0,-2.5,3.8889753795345734
1.383239984512329,-1.0,-2.5,0.11928028138190339
1.4041249752044678,-1.0,-2.5,7.83943459886178
1.4245240688323975,-1.0,-2.5,-0.003817791255260672
1.4452509880065918,-1.0,-2.5,-248.95997721122407
1.4662671089172363,-1.0,-2.5,-0.1288158743852792
1.4872329235076904,-1.0,-2.5,-7.499867457395949
1.5082290172576904,-1.0,-2.5,-0.25166890520353974
1.5292580127716064,-1.0,-2.5,-3.8998008608043095
1.549468994140625,-1.0,-2.5,-0.3686021822417026
1.5702719688415527,-1.0,-2.5,-2.7023043290803384
1.5911839008331299,-1.0,-2.5,-0.47655181811935615
1.6122090816497803,-1.0,-2.5,-2.1184873058485847
1.6332519054412842,-1.0,-2.5,-0.5734331803062027
1.6542789936065674,-1.0,-2.5,-1.7816882291197687
1.6752400398254395,-1.0,-2.5,-0.6582021531451332
1.6962709426879883,-1.0,-2.5,-1.5683255732460748
1.7173619270324707,-1.0,-2.5,-0.73074157318223
1.7382481098175049,-1.0,-2.5,-1.4250492032538185
1.7592499256134033,-1.0,-2.5,-0.7916436483953414
1.7802739143371582,-1.0,-2.5,-1.325034891867883
1.8012709617614746,-1.0,-2.5,-0.8419622519606247
1.8220219612121582,-1.0,-2.5,-1.253316617268523
1.8422770500183105,-1.0,-2.5,-0.8829888329179173
1.8632709980010986,-1.0,-2.5,-1.2008912962247078
1.8842461109161377,-1.0,-2.5,-0.9160790951575339
1.9053199291229248,-1.0,-2.5,-1.1620283581644582
1.925894021987915,-1.0,-2.5,-0.9425359863855831
1.9462759494781494,-1.0,-2.5,-1.1329190754753458
1.9672589302062988,-1.0,-2.5,-0.96354179929083
1.9882609844207764,-1.0,-2.5,-1.1109458102380232
