time,proc1,proc2,proc3
0.0,1.0,2.5,1.0375
0.020338058471679688,1.0,2.5,1.0022590361445782
0.04134011268615723,1.0,2.5,1.0353024042073629
0.06235313415527344,1.0,2.5,1.0042538257785358
0.08336997032165527,1.0,2.5,1.033370087792937
0.10437297821044922,1.0,2.5,1.0060148273765082
0.12538599967956543,1.0,2.5,1.0316706061058873
0.14637398719787598,1.0,2.5,1.0075690891351508
0.1673431396484375,1.0,2.5,1.0301755773014964
0.18834209442138672,1.0,2.5,1.0089406082640529
0.2093520164489746,1.0,2.5,1.0288601524350873
0.23038506507873535,1.0,2.5,1.0101506575673942
0.25135016441345215,1.0,2.5,1.0277025593369977
0.27237510681152344,1.0,2.5,1.0112180810652085
0.29335498809814453,1.0,2.5,1.0266837089907879
0.3143641948699951,1.0,2.5,1.0121595606434703
0.335360050201416,1.0,2.5,1.025786855068734
0.3563849925994873,1.0,2.5,1.012989855843073
0.37735605239868164,1.0,2.5,1.0249972988387377
0.3983790874481201,1.0,2.5,1.0137220189307994
0.41938304901123047,1.0,2.5,1.0243021329243291
0.4403650760650635,1.0,2.5,1.0143675873654836
0.4613640308380127,1.0,2.5,1.0236900184353002
0.48236918449401855,1.0,2.5,1.0149367556990323
0.503364086151123,1.0,2.5,1.0231509908378222
0.5243380069732666,1.0,2.5,1.0154385288495953
0.5503311157226562,1.0,2.5,1.0226762906363138
0.5715839862823486,1.0,2.5,1.0158808585641022
0.5923941135406494,1.0,2.5,1.0222582155235358
0.6133670806884766,1.0,2.5,1.0162707647579696
0.6343879699707031,1.0,2.5,1.0218899911429624
0.655379056930542,1.0,2.5,1.0166144432870734
0.6763770580291748,1.0,2.5,1.0215656580163084
0.6973919868469238,1.0,2.5,1.0169173615754368
0.7183990478515625,1.0,2.5,1.0212799725333657
0.7394061088562012,1.0,2.5,1.0171843433945302
0.7603850364685059,1.0,2.5,1.021028320192431
0.7813920974731445,1.0,2.5,1.0174196439685863
0.8024451732635498,1.0,2.5,1.0208066395267124
0.8234341144561768,1.0,2.5,1.0176270164661643
0.8444070816040039,1.0,2.5,1.0206113553626044
0.8654031753540039,1.0,2.5,1.0178097708320133
0.8863980770111084,1.0,2.5,1.0204393202356288
0.9073851108551025,1.0,2.5,1.0179708258153592
0.9283561706542969,1.0,2.5,1.0202877629440499
0.9489021301269531,1.0,2.5,1.01811275496104
0.9694201946258545,1.0,2.5,1.0201542433527515
0.9904320240020752,-1.0,-2.5,0.8932378272482095
1.0113921165466309,-1.0,-2.5,1.0290346061906879
1.0323951244354248,-1.0,-2.5,0.8849900009527232
1.0534520149230957,-1.0,-2.5,1.039207362738989
1.0744330883026123,-1.0,-2.5,0.875715061746906
1.0954310894012451,-1.0,-2.5,1.0508758485951322
1.1164021492004395,-1.0,-2.5,0.8652975141434954
1.1374151706695557,-1.0,-2.5,1.0642800774454926
1.1577141284942627,-1.0,-2.5,0.8536122346104754
1.1784210205078125,-1.0,-2.5,1.0797048097107194
1.1994030475616455,-1.0,-2.5,0.8405245963813271
1.2204101085662842,-1.0,-2.5,1.0974898494316807
1.241443157196045,-1.0,-2.5,0.8258909044852576
1.2624189853668213,-1.0,-2.5,1.118043331697878
1.283393144607544,-1.0,-2.5,0.8095592237863892
1.3044240474700928,-1.0,-2.5,1.1418590775728894
1.3253979682922363,-1.0,-2.5,0.7913706913574996
1.3463940620422363,-1.0,-2.5,1.169539562050885
1.3674449920654297,-1.0,-2.5,0.7711614097006315
1.3884119987487793,-1.0,-2.5,1.2018267514883811
1.409409999847412,-1.0,-2.5,0.7487650170189075
1.430401086807251,-1.0,-2.5,1.2396441678482952
1.4513781070709229,-1.0,-2.5,0.7240160223294966
1.472433090209961,-1.0,-2.5,1.2841552810018917
1.493494987487793,-1.0,-2.5,0.6967539737400836
1.5142760276794434,-1.0,-2.5,1.3368461634188153
1.5354490280151367,-1.0,-2.5,0.666828494691237
1.556413173675537,-1.0,-2.5,1.3996450759260914
1.5774250030517578,-1.0,-2.5,0.6341051728184589
1.5984771251678467,-1.0,-2.5,1.4750998206517352
1.6194210052490234,-1.0,-2.5,0.5984722178457191
1.6404340267181396,-1.0,-2.5,1.5666483061814347
1.661440134048462,-1.0,-2.5,0.5598477191102804
1.6824250221252441,-1.0,-2.5,1.679045007184251
1.7034211158752441,-1.0,-2.5,0.51818723341435
1.724696159362793,-1.0,-2.5,1.8190592842295594
1.7454450130462646,-1.0,-2.5,0.4734913271946766
1.7664310932159424,-1.0,-2.5,1.9966718242795338
1.7874011993408203,-1.0,-2.5,0.42581259506144065
1.808474063873291,-1.0,-2.5,2.2272396913760075
1.8294920921325684,-1.0,-2.5,0.3752615951149096
1.8500289916992188,-1.0,-2.5,2.5356875382196877
1.870393991470337,-1.0,-2.5,0.32201109819491003
1.8914380073547363,-1.0,-2.5,2.9653459514766243
1.912438154220581,-1.0,-2.5,0.26629806132383604
1.9334650039672852,-1.0,-2.5,3.598810920376306
1.954442024230957,-1.0,-2.5,0.20842281911216665
1.9754860401153564,-1.0,-2.5,4.615490654541936
1.9964590072631836,1.0,2.5,0.2737451466109108
2.0174481868743896,1.0,2.5,3.6242069820997473
2.0384531021118164,1.0,2.5,0.33152436996992835
2.059458017349243,1.0,2.5,3.0034602681348574
2.0804460048675537,1.0,2.5,0.38712556949537175
2.101454019546509,1.0,2.5,2.5810626495065616
2.122469186782837,1.0,2.5,0.4402513886330489
2.143505096435547,1.0,2.5,2.2771437811980784
2.164433002471924,1.0,2.5,0.4906679567405362
2.1854190826416016,1.0,2.5,2.04958716680184
2.206463098526001,1.0,2.5,0.5382055546563469
2.2274351119995117,1.0,2.5,1.8740755059840537
2.248466968536377,1.0,2.5,0.5827565194874791
2.2694790363311768,1.0,2.5,1.7355829555669149
2.2904679775238037,1.0,2.5,0.6242709005914522
2.31146502494812,1.0,2.5,1.6243219575448045
2.332475185394287,1.0,2.5,0.6627504586428988
2.3534741401672363,1.0,2.5,1.5336419468445006
2.374488115310669,1.0,2.5,0.6982416097062827
2.3954620361328125,1.0,2.5,1.4588647918521163
2.4164681434631348,1.0,2.5,0.7308278707152697
2.4374730587005615,1.0,2.5,1.3966034723344039
2.458456039428711,1.0,2.5,0.7606222797407918
2.479469060897827,1.0,2.5,1.3443451759423415
2.542478084564209,1.0,2.5,0.7877601619346439
2.5634231567382812,1.0,2.5,1.3001863506343323
2.584442138671875,1.0,2.5,0.8123925054276405
2.6055030822753906,1.0,2.5,1.2626587822216104
2.6264569759368896,1.0,2.5,0.8346801121000533
2.6474671363830566,1.0,2.5,1.2306121735929494
2.668511152267456,1.0,2.5,0.8547886031212801
2.6894781589508057,1.0,2.5,1.2031328961801377
2.7105050086975098,1.0,2.5,0.87288429178984
2.732246160507202,1.0,2.5,1.1794865343787697
2.7535221576690674,1.0,2.5,0.88913088689989
2.7744760513305664,1.0,2.5,1.159076459512623
2.7955281734466553,1.0,2.5,0.9036869570795831
2.816493034362793,1.0,2.5,1.1414134360762238
2.837529182434082,1.0,2.5,0.9167040676791973
2.858488082885742,1.0,2.5,1.1260929678684524
2.8794920444488525,1.0,2.5,0.9283254938271644
2.9005141258239746,1.0,2.5,1.1127781691154606
